Comprimento de Onda (nm),Intensidade Máxima,Área do Pico
266.002289,7853.0,1465.4392334999543
393.329224,14865.0,6612.679166499869
396.805176,12830.0,7666.729871000101
422.653564,6193.0,2841.6231345001265
455.343231,14988.0,6366.621414180456
493.341888,53095.0,14959.773979999385
517.276123,8676.0,6036.3370020003085
518.34314,12695.0,6296.840171999992
526.976196,7914.0,5636.762231499841
553.5755,22837.0,8528.953313000004
558.865723,8091.0,6240.172063500291
585.378845,7321.921875,5428.864357025136
589.001099,58716.839844,53678.94342603475
589.598083,50568.546875,51950.82220477336
611.098938,5356.0,4315.090674999741
612.284607,5156.0,4151.978735500092
614.184937,24923.0,10388.374373999502
616.267883,7150.0,5058.553869500184
649.718262,12266.0,6036.041883999991
670.74408,6268.0,2526.817670000035
705.924316,5737.0,2709.7823810000154
766.480957,24240.0,11719.575450499915
769.835693,20299.0,7907.409402999703
819.454224,12727.0,5831.108889500356
