Comprimento de Onda (nm),Intensidade Máxima,Área do Pico
266.002289,11853.0,2099.0116594999317
393.329224,14964.0,6491.826981499871
396.805176,13233.0,7576.817503000115
422.653564,5633.0,2625.2318605001183
455.343231,18094.0,7638.2678760081535
490.00473,5317.0,5910.59338299999
493.341888,61200.0,18125.957817999275
517.276123,8504.0,6380.3311590003195
518.34314,12457.0,6638.936560499995
526.976196,6998.0,5588.895785999846
553.511841,27546.0,9935.493648500142
558.865723,7184.0,6061.615621500242
568.829224,6172.0,7052.1522564999705
585.378845,9182.708984,6465.457485674083
589.001099,63303.480469,63535.52825299857
589.598083,55603.839844,61135.97237462064
611.098938,6545.0,4542.1749539996945
614.184937,30460.0,12264.960764999327
616.267883,5941.0,4687.968549500171
649.718262,15197.0,6974.495689999997
670.74408,6435.0,2404.531266500063
705.924316,7514.0,3198.4120940000084
728.002747,5861.0,2319.400507999954
766.480957,27540.0,14019.731494999915
769.835693,23542.0,9297.756230999661
819.454224,14582.0,7122.019389000384
