Comprimento de Onda (nm),Intensidade Máxima,Área do Pico
266.002289,8485.0,1592.9197459999523
393.329224,16039.0,6869.811039999839
396.805176,14078.0,8547.568038000121
422.653564,6233.0,2685.440571500126
455.343231,18332.0,7854.956208598467
481.01062,5294.0,3955.72482150011
490.00473,5690.0,6014.008271999994
493.341888,63718.0,18975.650956999278
498.151276,5352.0,5354.997298499996
517.276123,8717.0,6338.509659500322
518.34314,12470.0,6664.678850500035
526.976196,6626.0,5404.651341999848
553.5755,26211.0,9286.878300500011
558.865723,7020.0,5899.580246500206
568.889038,5371.0,6432.485027000232
585.378845,9140.206055,6157.602533731694
589.001099,63478.324219,58127.791349008614
589.620789,55082.296875,55965.76118909927
611.098938,5842.0,4327.416981999729
614.184937,30493.0,12112.627928999344
616.267883,5938.0,4601.919572000163
649.718262,14782.0,7005.560143499999
670.74408,6185.0,2557.016745000027
705.924316,6483.0,3075.643188000018
728.002747,5178.0,2194.7552209999503
766.480957,24656.0,12153.02154599992
769.835693,20730.0,8058.1257239996985
819.454224,13915.0,6652.729899000356
