39.2500,58.2500,28.0000
39.2500,57.0833,28.0000
39.2500,55.8333,28.0000
39.2500,54.6667,28.0000
39.2500,53.4167,28.0000
39.2500,52.2500,28.0000
39.2500,51.0833,28.0000
39.2500,49.8333,28.0000
39.2500,48.6667,28.0000
39.2500,47.4167,28.0000
39.2500,46.2500,28.0000
39.2500,45.0833,28.0000
40.4167,45.0833,28.0000
40.4167,46.2500,28.0000
40.4167,47.4167,28.0000
40.4167,48.6667,28.0000
40.4167,49.8333,28.0000
40.4167,51.0833,28.0000
40.4167,52.2500,28.0000
40.4167,53.4167,28.0000
40.4167,54.6667,28.0000
40.4167,55.8333,28.0000
40.4167,57.0833,28.0000
40.4167,58.2500,28.0000
41.6667,58.2500,28.0000
41.6667,57.0833,28.0000
41.6667,55.8333,28.0000
41.6667,54.6667,28.0000
41.6667,53.4167,28.0000
41.6667,52.2500,28.0000
41.6667,51.0833,28.0000
41.6667,49.8333,28.0000
41.6667,48.6667,28.0000
41.6667,47.4167,28.0000
41.6667,46.2500,28.0000
41.6667,45.0833,28.0000
42.8333,45.0833,28.0000
42.8333,46.2500,28.0000
42.8333,47.4167,28.0000
42.8333,48.6667,28.0000
42.8333,49.8333,28.0000
42.8333,51.0833,28.0000
42.8333,52.2500,28.0000
42.8333,53.4167,28.0000
42.8333,54.6667,28.0000
42.8333,55.8333,28.0000
42.8333,57.0833,28.0000
42.8333,58.2500,28.0000
44.0833,58.2500,28.0000
44.0833,57.0833,28.0000
44.0833,55.8333,28.0000
44.0833,54.6667,28.0000
44.0833,53.4167,28.0000
44.0833,52.2500,28.0000
44.0833,51.0833,28.0000
44.0833,49.8333,28.0000
44.0833,48.6667,28.0000
44.0833,47.4167,28.0000
44.0833,46.2500,28.0000
44.0833,45.0833,28.0000
45.2500,45.0833,28.0000
45.2500,46.2500,28.0000
45.2500,47.4167,28.0000
45.2500,48.6667,28.0000
45.2500,49.8333,28.0000
45.2500,51.0833,28.0000
45.2500,52.2500,28.0000
45.2500,53.4167,28.0000
45.2500,54.6667,28.0000
45.2500,55.8333,28.0000
45.2500,57.0833,28.0000
45.2500,58.2500,28.0000
46.4167,58.2500,28.0000
46.4167,57.0833,28.0000
46.4167,55.8333,28.0000
46.4167,54.6667,28.0000
46.4167,53.4167,28.0000
46.4167,52.2500,28.0000
46.4167,51.0833,28.0000
46.4167,49.8333,28.0000
46.4167,48.6667,28.0000
46.4167,47.4167,28.0000
46.4167,46.2500,28.0000
46.4167,45.0833,28.0000
47.6667,45.0833,28.0000
47.6667,46.2500,28.0000
47.6667,47.4167,28.0000
47.6667,48.6667,28.0000
47.6667,49.8333,28.0000
47.6667,51.0833,28.0000
47.6667,52.2500,28.0000
47.6667,53.4167,28.0000
47.6667,54.6667,28.0000
47.6667,55.8333,28.0000
47.6667,57.0833,28.0000
47.6667,58.2500,28.0000
48.8333,58.2500,28.0000
48.8333,57.0833,28.0000
48.8333,55.8333,28.0000
48.8333,54.6667,28.0000
48.8333,53.4167,28.0000
48.8333,52.2500,28.0000
48.8333,51.0833,28.0000
48.8333,49.8333,28.0000
48.8333,48.6667,28.0000
48.8333,47.4167,28.0000
48.8333,46.2500,28.0000
48.8333,45.0833,28.0000
50.0833,45.0833,28.0000
50.0833,46.2500,28.0000
50.0833,47.4167,28.0000
50.0833,48.6667,28.0000
50.0833,49.8333,28.0000
50.0833,51.0833,28.0000
50.0833,52.2500,28.0000
50.0833,53.4167,28.0000
50.0833,54.6667,28.0000
50.0833,55.8333,28.0000
50.0833,57.0833,28.0000
50.0833,58.2500,28.0000
51.2500,58.2500,28.0000
51.2500,57.0833,28.0000
51.2500,55.8333,28.0000
51.2500,54.6667,28.0000
51.2500,53.4167,28.0000
51.2500,52.2500,28.0000
51.2500,51.0833,28.0000
51.2500,49.8333,28.0000
51.2500,48.6667,28.0000
51.2500,47.4167,28.0000
51.2500,46.2500,28.0000
51.2500,45.0833,28.0000
52.4167,45.0833,28.0000
52.4167,46.2500,28.0000
52.4167,47.4167,28.0000
52.4167,48.6667,28.0000
52.4167,49.8333,28.0000
52.4167,51.0833,28.0000
52.4167,52.2500,28.0000
52.4167,53.4167,28.0000
52.4167,54.6667,28.0000
52.4167,55.8333,28.0000
52.4167,57.0833,28.0000
52.4167,58.2500,28.0000
