Comprimento de Onda (nm),Intensidade Máxima,Área do Pico
393.329224,24918.0,9056.138409499836
396.805176,20763.0,10462.117829000192
422.653564,9195.0,3436.795261000177
455.343231,18478.0,7084.783848416958
490.00473,5230.0,5835.324131499981
493.341888,64417.0,18634.26179149922
495.753235,5828.0,4691.011204499948
498.151276,5595.0,5378.331336499991
517.276123,11474.0,7340.29413500042
518.34314,17873.0,7614.241771999927
526.976196,10075.0,6459.657126499828
553.5755,29449.0,10063.472881500025
558.865723,9433.0,7018.657436000366
568.829224,6513.0,6906.150543999979
585.378845,8205.475586,6129.16471290858
588.946777,64316.101562,73851.5129994028
589.598083,64302.816406,71597.52805160798
611.098938,5357.0,4919.401691499735
612.284607,6203.0,4852.3128345001205
614.184937,29244.0,12040.11533149944
616.267883,8613.0,6189.456882000211
649.718262,13903.0,6756.057418500015
670.74408,8727.0,3271.352909000055
705.924316,6327.0,3014.358705000016
766.480957,35349.0,15660.407505499812
769.835693,29349.0,10386.025616499579
819.454224,19044.0,8079.134722000567
