Comprimento de Onda (nm),Intensidade Máxima,Área do Pico
266.002289,12324.0,2024.3645344999243
393.329224,14755.0,6055.767221999856
396.096039,13374.0,7913.34591300011
422.653564,5938.0,2493.9002315001185
455.343231,15255.0,6167.878233995189
493.341888,50423.0,14225.365197499408
498.151276,5181.0,4798.445658499986
517.276123,8735.0,5879.388191500304
518.34314,12731.0,6117.826618999997
526.976196,6514.0,4815.111990999869
553.5755,21024.0,7505.924271000022
558.865723,5955.0,4936.0214380002
585.378845,6380.097656,4818.510532071051
589.001099,59674.183594,53077.366383015586
589.598083,50528.304687,51316.48043763377
614.184937,22182.0,9160.37265449955
616.267883,5070.0,3981.2162945001432
649.718262,10595.0,5215.07876749999
670.74408,6221.0,2338.8821100000423
705.924316,5244.0,2535.7364230000094
766.480957,23799.0,11449.457545999905
769.835693,20353.0,7647.054103499701
819.454224,12065.0,5629.388882500339
