Comprimento de Onda (nm),Intensidade Máxima,Área do Pico
266.002289,12112.0,2012.7276219999287
393.329224,23466.0,10057.378110499814
396.805176,19894.0,11057.782704000161
422.653564,10828.0,4445.553397000218
455.343231,25941.0,11017.356014083496
481.01062,5873.0,3356.0117735001295
490.00473,5926.0,5593.914853999994
493.341888,64417.0,21715.585835999183
517.276123,8325.0,5934.598071500299
518.34314,11851.0,6299.694844500018
526.976196,8560.0,6182.651008499835
553.511841,43282.0,13528.866226500206
558.865723,11119.0,7456.43892600046
559.86145,5641.0,6885.464034000195
568.889038,7430.0,7624.247511500305
577.754272,5078.0,4585.070463499886
585.378845,11794.447266,7553.143285017098
588.946777,64326.351562,80172.34930187918
589.598083,64316.609375,77462.72766887714
597.206482,5025.0,4732.196138000146
601.993225,5065.0,4185.224399500008
606.310608,7097.0,4863.764368999955
611.098938,10466.0,6335.556818499529
612.284607,7586.0,5570.255326500141
614.184937,42251.0,16593.345019499062
616.267883,10688.0,7011.306277000272
643.940125,5486.0,2702.442953500097
649.718262,21366.0,9684.022784999972
670.74408,9041.0,3212.9432695000683
705.924316,11781.0,4466.75628850003
728.002747,9152.0,3208.348943499947
766.480957,38683.0,19620.892987999916
769.835693,32784.0,12775.759320999532
819.454224,21958.0,10307.5121760006
