Comprimento de Onda (nm),Intensidade Máxima,Área do Pico
266.002289,10621.0,1893.561629499936
393.329224,13628.0,6117.070642999872
396.805176,11942.0,7074.8709450000915
422.653564,5688.0,2490.924907000109
455.343231,15421.0,6828.026418274193
481.01062,5481.0,4304.478790500103
490.00473,5490.0,6339.240053499989
493.341888,59747.0,18429.38364349931
498.151276,5020.0,5655.876012000008
517.276123,8209.0,6527.414728000282
518.34314,11573.0,6818.381629000021
527.045593,7307.0,6118.173703999954
553.511841,26325.0,10099.165304500157
558.865723,8549.0,6870.182564500305
568.889038,6125.0,7327.446122000261
585.378845,9060.738281,6735.676075519316
588.987366,59404.929687,60560.459393959165
589.598083,51982.179687,58212.24464309419
611.098938,6873.0,4923.488385999672
612.284607,5042.0,4432.695251500101
614.184937,29273.0,12119.153727999379
616.267883,7290.0,5331.502673500185
649.718262,14314.0,6970.11524800002
670.74408,5995.0,2359.42395450005
705.924316,7362.0,3374.4997735000197
728.002747,5970.0,2435.5312044999428
766.480957,24908.0,13357.600545499956
769.835693,21473.0,8902.267263999684
819.454224,14227.0,7091.4741360003645
