Comprimento de Onda (nm),Intensidade Máxima,Área do Pico
266.002289,8504.0,1611.9957279999476
393.329224,13714.0,5861.320429999871
396.805176,11942.0,7121.358793000105
422.653564,5516.0,2391.21525650011
455.343231,13335.0,5489.161150059825
493.341888,48553.0,13486.229493999448
517.276123,10631.0,6572.199622000396
518.34314,16542.0,6892.003889999958
526.976196,8012.0,5385.322536499868
553.5755,20115.0,7643.641813999998
558.865723,7202.0,5686.765849500247
585.378845,6312.431641,5140.0364456663065
588.987366,53801.214844,53140.377427972395
589.598083,46698.835937,51303.12746539352
614.184937,22254.0,9275.327670499575
616.267883,6826.0,4960.597176500161
649.718262,10687.0,5347.8737830000155
670.74408,6517.0,2564.6727690000425
705.924316,5118.0,2426.364099500003
766.480957,24901.0,12547.909544999908
769.835693,21273.0,8389.943089499695
819.454224,13796.0,6111.48745700039
